 Taxa de analfabetismo - Brasil
Taxa de analfabetismo por Município
Período:2010
"Município";"Taxa_de_analfabetismo"
"354995 SAO LOURENCO DA SERRA";7,8
"355000 SAO LUIS DO PARAITINGA";9,0
"355010 SAO MANUEL";5,9
"355020 SAO MIGUEL ARCANJO";6,8
"355030 SAO PAULO";3,1
"355040 SAO PEDRO";4,6
"355050 SAO PEDRO DO TURVO";8,3
"355060 SAO ROQUE";4,6
"355070 SAO SEBASTIAO";5,2
"355080 SAO SEBASTIAO DA GRAMA";8,3
"355090 SAO SIMAO";4,2
"355100 SAO VICENTE";4,0
"355110 SARAPUI";8,0
"355120 SARUTAIA";10,7
"355130 SEBASTIANOPOLIS DO SUL";7,1
"355140 SERRA AZUL";7,8
"355150 SERRANA";6,2
"355160 SERRA NEGRA";5,9
"355170 SERTAOZINHO";5,2
"355180 SETE BARRAS";10,8
"355190 SEVERINIA";9,0
"355200 SILVEIRAS";11,2
"355210 SOCORRO";6,9
"355220 SOROCABA";2,9
"355230 SUD MENNUCCI";7,1
"355240 SUMARE";4,8
"355250 SUZANO";4,9
"355255 SUZANAPOLIS";12,8
"355260 TABAPUA";6,5
"355270 TABATINGA";8,7
"355280 TABOAO DA SERRA";3,8
"355290 TACIBA";11,5
"355300 TAGUAI";8,0
"355310 TAIACU";10,0
"355320 TAIUVA";8,4
"355330 TAMBAU";4,4
"355340 TANABI";6,5
"355350 TAPIRAI";10,5
"355360 TAPIRATIBA";5,9
"355365 TAQUARAL";9,8
"355370 TAQUARITINGA";6,6
"355380 TAQUARITUBA";7,8
"355385 TAQUARIVAI";9,9
"355390 TARABAI";9,7
"355395 TARUMA";8,0
"355400 TATUI";4,4
"355410 TAUBATE";2,8
"355420 TEJUPA";14,5
"355430 TEODORO SAMPAIO";8,7
"355440 TERRA ROXA";6,0
"355450 TIETE";4,0
"355460 TIMBURI";9,4
"355465 TORRE DE PEDRA";5,0
"355470 TORRINHA";6,9
"355475 TRABIJU";7,8
"355480 TREMEMBE";4,2
"355490 TRES FRONTEIRAS";8,7
"355495 TUIUTI";9,2
"355500 TUPA";6,2
"355510 TUPI PAULISTA";6,3
"355520 TURIUBA";11,1
"355530 TURMALINA";10,9
"355535 UBARANA";8,6
"355540 UBATUBA";5,8
"355550 UBIRAJARA";8,7
"355560 UCHOA";7,5
"355570 UNIAO PAULISTA";12,5
"355580 URANIA";7,9
"355590 URU";7,2
"355600 URUPES";6,7
"355610 VALENTIM GENTIL";6,9
"355620 VALINHOS";3,0
"355630 VALPARAISO";7,9
"355635 VARGEM";10,3
"355640 VARGEM GRANDE DO SUL";5,2
"355645 VARGEM GRANDE PAULISTA";5,6
"355650 VARZEA PAULISTA";4,8
"355660 VERA CRUZ";7,5
"355670 VINHEDO";2,8
"355680 VIRADOURO";6,2
"355690 VISTA ALEGRE DO ALTO";8,1
"355695 VITORIA BRASIL";13,3
"355700 VOTORANTIM";3,5
"355710 VOTUPORANGA";5,1
"355715 ZACARIAS";7,0
"355720 CHAVANTES";8,3
"355730 ESTIVA GERBI";4,9
"410010 ABATIA";16,4
"410020 ADRIANOPOLIS";15,9
"410030 AGUDOS DO SUL";8,2
"410040 ALMIRANTE TAMANDARE";5,8
"410045 ALTAMIRA DO PARANA";18,1
"410050 ALTONIA";11,1
"410060 ALTO PARANA";10,0
"410070 ALTO PIQUIRI";13,1
"410080 ALVORADA DO SUL";10,4
"410090 AMAPORA";12,6
"410100 AMPERE";7,1
"410105 ANAHY";12,3
"410110 ANDIRA";10,6
"410115 ANGULO";11,4
"410120 ANTONINA";8,2
"410130 ANTONIO OLINTO";5,8
"410140 APUCARANA";6,1
"410150 ARAPONGAS";4,6
"410160 ARAPOTI";7,3
"410165 ARAPUA";16,1
"410170 ARARUNA";9,8
"410180 ARAUCARIA";3,2
"410185 ARIRANHA DO IVAI";15,4
"410190 ASSAI";9,3
"410200 ASSIS CHATEAUBRIAND";8,1
"410210 ASTORGA";7,3
"410220 ATALAIA";10,0
"410230 BALSA NOVA";3,6
"410240 BANDEIRANTES";9,5
"410250 BARBOSA FERRAZ";15,4
"410260 BARRACAO";7,9
"410270 BARRA DO JACARE";10,7
"410275 BELA VISTA DA CAROBA";14,0
"410280 BELA VISTA DO PARAISO";10,6
"410290 BITURUNA";7,9
"410300 BOA ESPERANCA";14,1
"410302 BOA ESPERANCA DO IGUACU";8,5
"410304 BOA VENTURA DE SAO ROQUE";12,8
"410305 BOA VISTA DA APARECIDA";14,8
"410310 BOCAIUVA DO SUL";8,3
"410315 BOM JESUS DO SUL";9,4
"410320 BOM SUCESSO";12,8
"410322 BOM SUCESSO DO SUL";1,9
"410330 BORRAZOPOLIS";11,8
"410335 BRAGANEY";14,3
"410337 BRASILANDIA DO SUL";16,8
"410340 CAFEARA";16,9
"410345 CAFELANDIA";4,4
"410347 CAFEZAL DO SUL";15,4
"410350 CALIFORNIA";7,8
"410360 CAMBARA";7,7
"410370 CAMBE";6,2
"410380 CAMBIRA";8,7
"410390 CAMPINA DA LAGOA";12,3
"410395 CAMPINA DO SIMAO";11,1
"410400 CAMPINA GRANDE DO SUL";5,3
"410405 CAMPO BONITO";11,6
"410410 CAMPO DO TENENTE";8,8
"410420 CAMPO LARGO";4,7
"410425 CAMPO MAGRO";6,6
"410430 CAMPO MOURAO";7,0
"410440 CANDIDO DE ABREU";17,8
"410442 CANDOI";8,9
"410445 CANTAGALO";8,5
"410450 CAPANEMA";6,8
"410460 CAPITAO LEONIDAS MARQUES";8,7
"410465 CARAMBEI";5,3
"410470 CARLOPOLIS";7,7
"410480 CASCAVEL";4,0
"410490 CASTRO";7,7
"410500 CATANDUVAS";15,0
"410510 CENTENARIO DO SUL";13,0
"410520 CERRO AZUL";17,8
"410530 CEU AZUL";5,8
"410540 CHOPINZINHO";7,8
"410550 CIANORTE";5,1
"410560 CIDADE GAUCHA";12,2
"410570 CLEVELANDIA";11,8
"410580 COLOMBO";4,6
"410590 COLORADO";7,2
"410600 CONGONHINHAS";17,8
"410610 CONSELHEIRO MAIRINCK";9,9
"410620 CONTENDA";5,7
"410630 CORBELIA";6,1
"410640 CORNELIO PROCOPIO";6,4
"410645 CORONEL DOMINGOS SOARES";10,0
"410650 CORONEL VIVIDA";7,0
"410655 CORUMBATAI DO SUL";19,4
"410657 CRUZEIRO DO IGUACU";13,9
"410660 CRUZEIRO DO OESTE";13,1
"410670 CRUZEIRO DO SUL";10,3
"410680 CRUZ MACHADO";4,9
"410685 CRUZMALTINA";15,8
"410690 CURITIBA";2,1
"410700 CURIUVA";12,8
"410710 DIAMANTE DO NORTE";11,8
"410712 DIAMANTE DO SUL";18,7
"410715 DIAMANTE D'OESTE";14,6
"410720 DOIS VIZINHOS";5,9
"410725 DOURADINA";9,3
"410730 DOUTOR CAMARGO";7,9
"410740 ENEAS MARQUES";8,5
"410750 ENGENHEIRO BELTRAO";9,5
"410752 ESPERANCA NOVA";12,1
"410753 ENTRE RIOS DO OESTE";3,0
"410754 ESPIGAO ALTO DO IGUACU";13,8
"410755 FAROL";14,9
"410760 FAXINAL";13,6
"410765 FAZENDA RIO GRANDE";4,3
"410770 FENIX";13,6
"410773 FERNANDES PINHEIRO";10,5
"410775 FIGUEIRA";13,6
"410780 FLORAI";8,3
"410785 FLOR DA SERRA DO SUL";10,9
"410790 FLORESTA";7,1
"410800 FLORESTOPOLIS";12,0
"410810 FLORIDA";9,9
"410820 FORMOSA DO OESTE";10,3
"410830 FOZ DO IGUACU";5,6
"410832 FRANCISCO ALVES";16,6
"410840 FRANCISCO BELTRAO";5,2
"410845 FOZ DO JORDAO";10,2
"410850 GENERAL CARNEIRO";10,5
"410855 GODOY MOREIRA";15,7
"410860 GOIOERE";9,1
"410865 GOIOXIM";13,1
"410870 GRANDES RIOS";17,2
"410880 GUAIRA";9,8
"410890 GUAIRACA";14,1
"410895 GUAMIRANGA";6,4
"410900 GUAPIRAMA";13,2
"410910 GUAPOREMA";12,6
"410920 GUARACI";11,4
"410930 GUARANIACU";11,0
"410940 GUARAPUAVA";5,8
"410950 GUARAQUECABA";15,7
"410960 GUARATUBA";6,7
"410965 HONORIO SERPA";9,4
"410970 IBAITI";11,9
"410975 IBEMA";12,0
"410980 IBIPORA";7,2
"410990 ICARAIMA";12,3
"411000 IGUARACU";8,2
"411005 IGUATU";12,8
"411007 IMBAU";17,2
"411010 IMBITUVA";7,1
"411020 INACIO MARTINS";10,2
"411030 INAJA";14,4
"411040 INDIANOPOLIS";9,8
"411050 IPIRANGA";7,5
"411060 IPORA";10,6
"411065 IRACEMA DO OESTE";13,3
"411070 IRATI";4,6
"411080 IRETAMA";16,6
"411090 ITAGUAJE";11,4
"411095 ITAIPULANDIA";7,3
"411100 ITAMBARACA";15,9
"411110 ITAMBE";12,8
"411120 ITAPEJARA D'OESTE";6,7
"411125 ITAPERUCU";10,8
"411130 ITAUNA DO SUL";18,9
"411140 IVAI";7,8
"411150 IVAIPORA";10,6
"411155 IVATE";10,4
"411160 IVATUBA";7,9
"411170 JABOTI";12,2
"411180 JACAREZINHO";8,1
"411190 JAGUAPITA";10,4
"411200 JAGUARIAIVA";7,1
"411210 JANDAIA DO SUL";6,5
"411220 JANIOPOLIS";17,4
"411230 JAPIRA";12,0
"411240 JAPURA";8,2
"411250 JARDIM ALEGRE";15,9
"411260 JARDIM OLINDA";11,6
"411270 JATAIZINHO";10,9
"411275 JESUITAS";10,8
"411280 JOAQUIM TAVORA";8,1
"411290 JUNDIAI DO SUL";15,1
"411295 JURANDA";11,3
"411300 JUSSARA";7,5
"411310 KALORE";9,9
"411320 LAPA";5,3
"411325 LARANJAL";18,0
"411330 LARANJEIRAS DO SUL";8,6
"411340 LEOPOLIS";11,9
"411342 LIDIANOPOLIS";17,7
"411345 LINDOESTE";13,5
"411350 LOANDA";7,3
"411360 LOBATO";10,7
"411370 LONDRINA";4,2
"411373 LUIZIANA";15,6
"411375 LUNARDELLI";14,5
"411380 LUPIONOPOLIS";10,3
"411390 MALLET";2,4
"411400 MAMBORE";10,8
"411410 MANDAGUACU";7,9
"411420 MANDAGUARI";8,0
"411430 MANDIRITUBA";6,0
"411435 MANFRINOPOLIS";12,2
"411440 MANGUEIRINHA";8,8
"411450 MANOEL RIBAS";13,3
"411460 MARECHAL CANDIDO RONDON";4,2
"411470 MARIA HELENA";15,0
"411480 MARIALVA";6,6
"411490 MARILANDIA DO SUL";11,7
"411500 MARILENA";12,4
"411510 MARILUZ";17,6
"411520 MARINGA";3,0
"411530 MARIOPOLIS";7,8
"411535 MARIPA";3,1
"411540 MARMELEIRO";7,6
"411545 MARQUINHO";13,6
"411550 MARUMBI";13,3
"411560 MATELANDIA";6,2
"411570 MATINHOS";4,3
"411573 MATO RICO";19,2
"411575 MAUA DA SERRA";12,2
"411580 MEDIANEIRA";6,0
"411585 MERCEDES";3,8
"411590 MIRADOR";14,2
"411600 MIRASELVA";9,3
"411605 MISSAL";5,5
"411610 MOREIRA SALES";14,9
"411620 MORRETES";6,6
"411630 MUNHOZ DE MELO";10,4
"411640 NOSSA SENHORA DAS GRACAS";11,7
"411650 NOVA ALIANCA DO IVAI";10,3
"411660 NOVA AMERICA DA COLINA";13,0
"411670 NOVA AURORA";5,1
"411680 NOVA CANTU";18,3
"411690 NOVA ESPERANCA";9,3
"411695 NOVA ESPERANCA DO SUDOESTE";9,4
"411700 NOVA FATIMA";14,7
"411705 NOVA LARANJEIRAS";12,8
"411710 NOVA LONDRINA";8,4
"411720 NOVA OLIMPIA";13,0
"411721 NOVA SANTA BARBARA";15,9
"411722 NOVA SANTA ROSA";2,6
"411725 NOVA PRATA DO IGUACU";9,8
"411727 NOVA TEBAS";17,2
"411729 NOVO ITACOLOMI";10,1
"411730 ORTIGUEIRA";19,5
"411740 OURIZONA";10,3
"411745 OURO VERDE DO OESTE";10,8
"411750 PAICANDU";8,5
"411760 PALMAS";9,2
"411770 PALMEIRA";4,1
"411780 PALMITAL";16,0
"411790 PALOTINA";6,3
"411800 PARAISO DO NORTE";9,2
"411810 PARANACITY";10,5
"411820 PARANAGUA";3,6
"411830 PARANAPOEMA";13,4
"411840 PARANAVAI";6,2
"411845 PATO BRAGADO";3,4
"411850 PATO BRANCO";4,2
"411860 PAULA FREITAS";5,0
"411870 PAULO FRONTIN";3,2
"411880 PEABIRU";9,8
"411885 PEROBAL";11,3
"411890 PEROLA";8,6
"411900 PEROLA D'OESTE";9,2
"411910 PIEN";3,8
"411915 PINHAIS";2,9
"411920 PINHALAO";11,8
"411925 PINHAL DE SAO BENTO";9,1
"411930 PINHAO";11,7
"411940 PIRAI DO SUL";6,0
"411950 PIRAQUARA";5,3
"411960 PITANGA";9,9
"411965 PITANGUEIRAS";11,6
"411970 PLANALTINA DO PARANA";11,7
"411980 PLANALTO";9,4
"411990 PONTA GROSSA";3,6
"411995 PONTAL DO PARANA";4,8
"412000 PORECATU";9,0
"412010 PORTO AMAZONAS";6,2
"412015 PORTO BARREIRO";9,1
"412020 PORTO RICO";11,8
"412030 PORTO VITORIA";5,6
"412033 PRADO FERREIRA";12,6
"412035 PRANCHITA";9,3
"412040 PRESIDENTE CASTELO BRANCO";11,3
"412050 PRIMEIRO DE MAIO";9,6
"412060 PRUDENTOPOLIS";6,7
"412065 QUARTO CENTENARIO";14,0
"412070 QUATIGUA";10,0
"412080 QUATRO BARRAS";4,4
"412085 QUATRO PONTES";1,5
"412090 QUEDAS DO IGUACU";10,2
"412100 QUERENCIA DO NORTE";14,9
"412110 QUINTA DO SOL";16,8
"412120 QUITANDINHA";6,8
"412125 RAMILANDIA";14,8
"412130 RANCHO ALEGRE";9,9
"412135 RANCHO ALEGRE D'OESTE";14,9
"412140 REALEZA";7,7
"412150 REBOUCAS";6,6
"412160 RENASCENCA";9,4
"412170 RESERVA";14,2
"412175 RESERVA DO IGUACU";11,2
"412180 RIBEIRAO CLARO";6,0
"412190 RIBEIRAO DO PINHAL";14,2
"412200 RIO AZUL";3,5
"412210 RIO BOM";7,9
"412215 RIO BONITO DO IGUACU";11,4
"412217 RIO BRANCO DO IVAI";14,5
"412220 RIO BRANCO DO SUL";9,9
"412230 RIO NEGRO";3,8
"412240 ROLANDIA";6,2
"412250 RONCADOR";15,0
"412260 RONDON";10,4
"412265 ROSARIO DO IVAI";18,0
"412270 SABAUDIA";9,4
"412280 SALGADO FILHO";11,6
"412290 SALTO DO ITARARE";15,0
"412300 SALTO DO LONTRA";9,0
"412310 SANTA AMELIA";10,8
"412320 SANTA CECILIA DO PAVAO";16,8
"412330 SANTA CRUZ DE MONTE CASTELO";13,3
"412340 SANTA FE";9,1
"412350 SANTA HELENA";7,5
"412360 SANTA INES";12,2
"412370 SANTA ISABEL DO IVAI";13,2
"412380 SANTA IZABEL DO OESTE";10,8
"412382 SANTA LUCIA";13,1
"412385 SANTA MARIA DO OESTE";15,3
"412390 SANTA MARIANA";13,5
"412395 SANTA MONICA";12,2
"412400 SANTANA DO ITARARE";15,4
"412402 SANTA TEREZA DO OESTE";7,4
"412405 SANTA TEREZINHA DE ITAIPU";6,6
"412410 SANTO ANTONIO DA PLATINA";9,8
"412420 SANTO ANTONIO DO CAIUA";13,3
"412430 SANTO ANTONIO DO PARAISO";13,3
"412440 SANTO ANTONIO DO SUDOESTE";11,1
"412450 SANTO INACIO";8,7
"412460 SAO CARLOS DO IVAI";11,2
"412470 SAO JERONIMO DA SERRA";17,2
"412480 SAO JOAO";7,7
"412490 SAO JOAO DO CAIUA";13,7
"412500 SAO JOAO DO IVAI";15,6
"412510 SAO JOAO DO TRIUNFO";6,6
"412520 SAO JORGE D'OESTE";7,5
"412530 SAO JORGE DO IVAI";8,7
"412535 SAO JORGE DO PATROCINIO";15,1
"412540 SAO JOSE DA BOA VISTA";11,2
"412545 SAO JOSE DAS PALMEIRAS";13,6
"412550 SAO JOSE DOS PINHAIS";3,3
"412555 SAO MANOEL DO PARANA";13,8
"412560 SAO MATEUS DO SUL";3,3
"412570 SAO MIGUEL DO IGUACU";7,7
"412575 SAO PEDRO DO IGUACU";12,3
"412580 SAO PEDRO DO IVAI";11,2
"412590 SAO PEDRO DO PARANA";12,2
"412600 SAO SEBASTIAO DA AMOREIRA";13,1
"412610 SAO TOME";7,9
"412620 SAPOPEMA";17,1
"412625 SARANDI";7,3
"412627 SAUDADE DO IGUACU";8,1
"412630 SENGES";9,6
"412635 SERRANOPOLIS DO IGUACU";3,7
"412640 SERTANEJA";8,5
"412650 SERTANOPOLIS";7,3
"412660 SIQUEIRA CAMPOS";9,8
"412665 SULINA";10,1
"412667 TAMARANA";15,5
"412670 TAMBOARA";11,3
"412680 TAPEJARA";11,8
"412690 TAPIRA";12,5
"412700 TEIXEIRA SOARES";4,9
"412710 TELEMACO BORBA";7,1
"412720 TERRA BOA";8,7
"412730 TERRA RICA";10,4
"412740 TERRA ROXA";10,1
"412750 TIBAGI";12,7
"412760 TIJUCAS DO SUL";7,9
"412770 TOLEDO";4,5
"412780 TOMAZINA";14,2
"412785 TRES BARRAS DO PARANA";11,7
"412788 TUNAS DO PARANA";17,7
"412790 TUNEIRAS DO OESTE";9,9
"412795 TUPASSI";6,5
"412796 TURVO";9,4
"412800 UBIRATA";8,5
"412810 UMUARAMA";6,0
"412820 UNIAO DA VITORIA";4,1
"412830 UNIFLOR";10,3
"412840 URAI";10,6
"412850 WENCESLAU BRAZ";11,4
"412853 VENTANIA";15,5
"412855 VERA CRUZ DO OESTE";10,4
"412860 VERE";10,6
"412862 ALTO PARAISO";15,8
"412863 DOUTOR ULYSSES";16,5
"412865 VIRMOND";7,2
"412870 VITORINO";5,9
"412880 XAMBRE";11,0
"420005 ABDON BATISTA";10,8
"420010 ABELARDO LUZ";11,4
"420020 AGROLANDIA";5,6
"420030 AGRONOMICA";4,9
"420040 AGUA DOCE";6,3
"420050 AGUAS DE CHAPECO";7,1
"420055 AGUAS FRIAS";10,0
"420060 AGUAS MORNAS";4,8
"420070 ALFREDO WAGNER";8,6
"420075 ALTO BELA VISTA";3,1
"420080 ANCHIETA";6,4
"420090 ANGELINA";9,2
"420100 ANITA GARIBALDI";12,3
"420110 ANITAPOLIS";9,3
"420120 ANTONIO CARLOS";3,9
"420125 APIUNA";5,2
"420127 ARABUTA";2,9
"420130 ARAQUARI";5,6
"420140 ARARANGUA";4,3
"420150 ARMAZEM";5,1
"420160 ARROIO TRINTA";6,8
"420165 ARVOREDO";9,9
"420170 ASCURRA";3,8
"420180 ATALANTA";4,9
"420190 AURORA";5,3
"420195 BALNEARIO ARROIO DO SILVA";4,9
"420200 BALNEARIO CAMBORIU";1,3
"420205 BALNEARIO BARRA DO SUL";3,9
"420207 BALNEARIO GAIVOTA";5,7
"420208 BANDEIRANTE";9,0
"420209 BARRA BONITA";13,8
"420210 BARRA VELHA";4,6
"420213 BELA VISTA DO TOLDO";5,7
"420215 BELMONTE";9,8
"420220 BENEDITO NOVO";3,7
"420230 BIGUACU";4,6
"420240 BLUMENAU";1,7
"420243 BOCAINA DO SUL";11,6
"420245 BOMBINHAS";3,5
"420250 BOM JARDIM DA SERRA";8,5
"420253 BOM JESUS";10,4
"420257 BOM JESUS DO OESTE";8,4
"420260 BOM RETIRO";9,6
"420270 BOTUVERA";5,3
"420280 BRACO DO NORTE";3,9
"420285 BRACO DO TROMBUDO";2,7
"420287 BRUNOPOLIS";12,6
"420290 BRUSQUE";2,4
"420300 CACADOR";5,7
"420310 CAIBI";7,9
"420315 CALMON";13,0
"420320 CAMBORIU";4,3
"420325 CAPAO ALTO";10,2
"420330 CAMPO ALEGRE";4,5
"420340 CAMPO BELO DO SUL";13,0
"420350 CAMPO ERE";13,6
"420360 CAMPOS NOVOS";5,6
"420370 CANELINHA";7,1
"420380 CANOINHAS";3,6
"420390 CAPINZAL";5,5
"420395 CAPIVARI DE BAIXO";3,8
"420400 CATANDUVAS";5,5
"420410 CAXAMBU DO SUL";10,5
"420415 CELSO RAMOS";10,2
"420417 CERRO NEGRO";15,9
"420419 CHAPADAO DO LAGEADO";7,3
"420420 CHAPECO";4,5
"420425 COCAL DO SUL";2,7
"420430 CONCORDIA";3,6
"420435 CORDILHEIRA ALTA";4,2
"420440 CORONEL FREITAS";8,8
"420445 CORONEL MARTINS";11,5
"420450 CORUPA";2,8
"420455 CORREIA PINTO";9,0
"420460 CRICIUMA";3,0
"420470 CUNHA PORA";4,3
"420475 CUNHATAI";3,7
"420480 CURITIBANOS";7,1
"420490 DESCANSO";5,2
"420500 DIONISIO CERQUEIRA";10,7
"420510 DONA EMMA";4,3
"420515 DOUTOR PEDRINHO";4,8
"420517 ENTRE RIOS";12,2
"420519 ERMO";6,6
"420520 ERVAL VELHO";8,1
"420530 FAXINAL DOS GUEDES";6,1
"420535 FLOR DO SERTAO";9,9
"420540 FLORIANOPOLIS";1,9
"420543 FORMOSA DO SUL";5,8
"420545 FORQUILHINHA";3,5
"420550 FRAIBURGO";5,7
"420555 FREI ROGERIO";9,3
"420560 GALVAO";16,5
"420570 GAROPABA";7,5
"420580 GARUVA";5,7
"420590 GASPAR";2,4
"420600 GOVERNADOR CELSO RAMOS";7,0
"420610 GRAO PARA";4,0
"420620 GRAVATAL";4,8
"420630 GUABIRUBA";3,0
"420640 GUARACIABA";5,9
"420650 GUARAMIRIM";2,6
"420660 GUARUJA DO SUL";5,9
"420665 GUATAMBU";10,8
"420670 HERVAL D'OESTE";4,8
"420675 IBIAM";5,6
"420680 IBICARE";5,8
"420690 IBIRAMA";5,1
"420700 ICARA";3,8
"420710 ILHOTA";5,4
"420720 IMARUI";12,6
"420730 IMBITUBA";4,8
"420740 IMBUIA";5,6
"420750 INDAIAL";2,8
"420757 IOMERE";2,8
"420760 IPIRA";3,8
"420765 IPORA DO OESTE";3,8
"420768 IPUACU";11,3
"420770 IPUMIRIM";4,9
"420775 IRACEMINHA";7,0
"420780 IRANI";6,3
"420785 IRATI";11,7
"420790 IRINEOPOLIS";7,1
"420800 ITA";5,9
"420810 ITAIOPOLIS";4,6
"420820 ITAJAI";2,9
"420830 ITAPEMA";2,7
"420840 ITAPIRANGA";3,2
"420845 ITAPOA";3,7
"420850 ITUPORANGA";4,5
"420860 JABORA";6,9
"420870 JACINTO MACHADO";7,3
"420880 JAGUARUNA";6,6
"420890 JARAGUA DO SUL";1,6
"420895 JARDINOPOLIS";8,3
"420900 JOACABA";2,8
"420910 JOINVILLE";2,2
"420915 JOSE BOITEUX";6,3
"420917 JUPIA";9,3
"420920 LACERDOPOLIS";5,0
"420930 LAGES";4,9
"420940 LAGUNA";5,9
"420945 LAJEADO GRANDE";7,2
"420950 LAURENTINO";3,6
"420960 LAURO MULLER";5,6
"420970 LEBON REGIS";12,2
"420980 LEOBERTO LEAL";10,5
"420985 LINDOIA DO SUL";5,6
"420990 LONTRAS";5,8
"421000 LUIZ ALVES";5,1
"421003 LUZERNA";1,7
"421005 MACIEIRA";10,0
"421010 MAFRA";2,8
"421020 MAJOR GERCINO";7,1
"421030 MAJOR VIEIRA";6,2
"421040 MARACAJA";5,7
"421050 MARAVILHA";4,9
"421055 MAREMA";8,3
"421060 MASSARANDUBA";3,2
"421070 MATOS COSTA";12,1
"421080 MELEIRO";5,3
"421085 MIRIM DOCE";7,0
"421090 MODELO";6,1
"421100 MONDAI";4,2
"421105 MONTE CARLO";13,2
"421110 MONTE CASTELO";7,6
"421120 MORRO DA FUMACA";5,1
"421125 MORRO GRANDE";5,7
"421130 NAVEGANTES";4,0
"421140 NOVA ERECHIM";5,2
"421145 NOVA ITABERABA";8,0
"421150 NOVA TRENTO";3,1
"421160 NOVA VENEZA";3,7
"421165 NOVO HORIZONTE";11,8
"421170 ORLEANS";3,9
"421175 OTACILIO COSTA";6,8
"421180 OURO";3,6
"421185 OURO VERDE";11,6
"421187 PAIAL";8,9
"421189 PAINEL";9,0
"421190 PALHOCA";3,7
"421200 PALMA SOLA";9,3
"421205 PALMEIRA";11,4
"421210 PALMITOS";6,9
"421220 PAPANDUVA";7,1
"421223 PARAISO";10,1
"421225 PASSO DE TORRES";7,2
"421227 PASSOS MAIA";9,1
"421230 PAULO LOPES";10,7
"421240 PEDRAS GRANDES";4,1
"421250 PENHA";4,1
"421260 PERITIBA";2,1
"421270 PETROLANDIA";7,1
"421280 BALNEARIO PICARRAS";4,3
"421290 PINHALZINHO";4,7
"421300 PINHEIRO PRETO";4,9
"421310 PIRATUBA";5,3
"421315 PLANALTO ALEGRE";12,6
"421320 POMERODE";1,5
"421330 PONTE ALTA";10,2
"421335 PONTE ALTA DO NORTE";11,0
"421340 PONTE SERRADA";8,9
"421350 PORTO BELO";5,1
"421360 PORTO UNIAO";3,8
"421370 POUSO REDONDO";5,6
"421380 PRAIA GRANDE";8,4
"421390 PRESIDENTE CASTELLO BRANCO";5,3
"421400 PRESIDENTE GETULIO";3,0
"421410 PRESIDENTE NEREU";10,4
"421415 PRINCESA";9,2
"421420 QUILOMBO";8,0
"421430 RANCHO QUEIMADO";6,6
"421440 RIO DAS ANTAS";4,6
"421450 RIO DO CAMPO";5,2
"421460 RIO DO OESTE";4,5
"421470 RIO DOS CEDROS";3,3
"421480 RIO DO SUL";3,0
"421490 RIO FORTUNA";2,5
"421500 RIO NEGRINHO";3,8
"421505 RIO RUFINO";8,2
"421507 RIQUEZA";7,6
"421510 RODEIO";3,8
"421520 ROMELANDIA";10,1
"421530 SALETE";4,5
"421535 SALTINHO";13,0
"421540 SALTO VELOSO";6,0
"421545 SANGAO";7,2
"421550 SANTA CECILIA";8,3
"421555 SANTA HELENA";9,5
"421560 SANTA ROSA DE LIMA";3,4
"421565 SANTA ROSA DO SUL";5,6
"421567 SANTA TEREZINHA";5,8
"421568 SANTA TEREZINHA DO PROGRESSO";11,5
"421569 SANTIAGO DO SUL";10,4
"421570 SANTO AMARO DA IMPERATRIZ";4,8
"421575 SAO BERNARDINO";11,5
"421580 SAO BENTO DO SUL";2,8
"421590 SAO BONIFACIO";3,7
"421600 SAO CARLOS";4,7
"421605 SAO CRISTOVAO DO SUL";10,8
"421610 SAO DOMINGOS";9,3
"421620 SAO FRANCISCO DO SUL";3,7
"421625 SAO JOAO DO OESTE";0,9
"421630 SAO JOAO BATISTA";3,4
"421635 SAO JOAO DO ITAPERIU";6,2
"421640 SAO JOAO DO SUL";7,7
"421650 SAO JOAQUIM";5,5
"421660 SAO JOSE";2,3
"421670 SAO JOSE DO CEDRO";6,1
"421680 SAO JOSE DO CERRITO";12,7
"421690 SAO LOURENCO DO OESTE";6,5
"421700 SAO LUDGERO";3,6
"421710 SAO MARTINHO";4,7
"421715 SAO MIGUEL DA BOA VISTA";10,5
"421720 SAO MIGUEL DO OESTE";4,0
"421725 SAO PEDRO DE ALCANTARA";7,5
"421730 SAUDADES";3,5
"421740 SCHROEDER";2,4
"421750 SEARA";5,0
"421755 SERRA ALTA";5,0
"421760 SIDEROPOLIS";4,0
"421770 SOMBRIO";5,8
"421775 SUL BRASIL";13,2
"421780 TAIO";5,1
"421790 TANGARA";6,3
"421795 TIGRINHOS";9,1
"421800 TIJUCAS";5,9
"421810 TIMBE DO SUL";7,8
"421820 TIMBO";2,0
"421825 TIMBO GRANDE";9,2
"421830 TRES BARRAS";6,1
"421835 TREVISO";2,4
"421840 TREZE DE MAIO";5,1
"421850 TREZE TILIAS";3,7
"421860 TROMBUDO CENTRAL";3,2
"421870 TUBARAO";3,6
"421875 TUNAPOLIS";2,7
"421880 TURVO";5,0
"421885 UNIAO DO OESTE";8,5
"421890 URUBICI";4,5
"421895 URUPEMA";6,1
"421900 URUSSANGA";3,4
"421910 VARGEAO";8,5
"421915 VARGEM";10,6
"421917 VARGEM BONITA";6,7
"421920 VIDAL RAMOS";7,4
"421930 VIDEIRA";4,4
"421935 VITOR MEIRELES";8,2
"421940 WITMARSUM";4,2
