 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2021
"Município";"Nascim_p/resid.mãe"
"412535 SAO JORGE DO PATROCINIO";94
"412540 SAO JOSE DA BOA VISTA";60
"412545 SAO JOSE DAS PALMEIRAS";37
"412550 SAO JOSE DOS PINHAIS";4315
"412555 SAO MANOEL DO PARANA";28
"412560 SAO MATEUS DO SUL";590
"412570 SAO MIGUEL DO IGUACU";394
"412575 SAO PEDRO DO IGUACU";68
"412580 SAO PEDRO DO IVAI";117
"412590 SAO PEDRO DO PARANA";34
"412600 SAO SEBASTIAO DA AMOREIRA";67
"412610 SAO TOME";61
"412620 SAPOPEMA";97
"412625 SARANDI";1529
"412627 SAUDADE DO IGUACU";89
"412630 SENGES";227
"412635 SERRANOPOLIS DO IGUACU";54
"412640 SERTANEJA";48
"412650 SERTANOPOLIS";168
"412660 SIQUEIRA CAMPOS";292
"412665 SULINA";39
"412667 TAMARANA";147
"412670 TAMBOARA";61
"412680 TAPEJARA";166
"412690 TAPIRA";61
"412700 TEIXEIRA SOARES";99
"412710 TELEMACO BORBA";1026
"412720 TERRA BOA";238
"412730 TERRA RICA";186
"412740 TERRA ROXA";240
"412750 TIBAGI";298
"412760 TIJUCAS DO SUL";213
"412770 TOLEDO";1959
"412780 TOMAZINA";83
"412785 TRES BARRAS DO PARANA";135
"412788 TUNAS DO PARANA";98
"412790 TUNEIRAS DO OESTE";119
"412795 TUPASSI";72
"412796 TURVO";213
"412800 UBIRATA";297
"412810 UMUARAMA";1515
"412820 UNIAO DA VITORIA";766
"412830 UNIFLOR";26
"412840 URAI";97
"412850 WENCESLAU BRAZ";242
"412853 VENTANIA";117
"412855 VERA CRUZ DO OESTE";85
"412860 VERE";84
"412862 ALTO PARAISO";41
"412863 DOUTOR ULYSSES";72
"412865 VIRMOND";35
"412870 VITORINO";114
"412880 XAMBRE";72
" MUNICIPIO IGNORADO - SC";1
"420005 ABDON BATISTA";21
"420010 ABELARDO LUZ";309
"420020 AGROLANDIA";136
"420030 AGRONOMICA";80
"420040 AGUA DOCE";81
"420050 AGUAS DE CHAPECO";90
"420055 AGUAS FRIAS";38
"420060 AGUAS MORNAS";83
"420070 ALFREDO WAGNER";99
"420075 ALTO BELA VISTA";18
"420080 ANCHIETA";73
"420090 ANGELINA";57
"420100 ANITA GARIBALDI";104
"420110 ANITAPOLIS";50
"420120 ANTONIO CARLOS";147
"420125 APIUNA";107
"420127 ARABUTA";43
"420130 ARAQUARI";647
"420140 ARARANGUA";938
"420150 ARMAZEM";118
"420160 ARROIO TRINTA";36
"420165 ARVOREDO";28
"420170 ASCURRA";132
"420180 ATALANTA";42
"420190 AURORA";96
"420195 BALNEARIO ARROIO DO SILVA";182
"420200 BALNEARIO CAMBORIU";1640
"420205 BALNEARIO BARRA DO SUL";168
"420207 BALNEARIO GAIVOTA";181
"420208 BANDEIRANTE";25
"420209 BARRA BONITA";19
"420210 BARRA VELHA";548
"420213 BELA VISTA DO TOLDO";64
"420215 BELMONTE";40
"420220 BENEDITO NOVO";99
"420230 BIGUACU";945
"420240 BLUMENAU";4225
"420243 BOCAINA DO SUL";46
"420245 BOMBINHAS";316
"420250 BOM JARDIM DA SERRA";32
"420253 BOM JESUS";31
"420257 BOM JESUS DO OESTE";32
"420260 BOM RETIRO";124
"420270 BOTUVERA";79
"420280 BRACO DO NORTE";572
"420285 BRACO DO TROMBUDO";47
"420287 BRUNOPOLIS";30
"420290 BRUSQUE";2057
"420300 CACADOR";1076
"420310 CAIBI";68
"420315 CALMON";62
"420320 CAMBORIU";1489
"420325 CAPAO ALTO";33
"420330 CAMPO ALEGRE";126
"420340 CAMPO BELO DO SUL";86
"420350 CAMPO ERE";153
"420360 CAMPOS NOVOS";525
"420370 CANELINHA";153
"420380 CANOINHAS";777
"420390 CAPINZAL";337
"420395 CAPIVARI DE BAIXO";279
"420400 CATANDUVAS";175
"420410 CAXAMBU DO SUL";54
"420415 CELSO RAMOS";27
"420417 CERRO NEGRO";50
"420419 CHAPADAO DO LAGEADO";31
"420420 CHAPECO";3679
"420425 COCAL DO SUL";220
"420430 CONCORDIA";1089
"420435 CORDILHEIRA ALTA";48
"420440 CORONEL FREITAS";120
"420445 CORONEL MARTINS";22
"420450 CORUPA";163
"420455 CORREIA PINTO";200
"420460 CRICIUMA";2758
"420470 CUNHA PORA";140
"420475 CUNHATAI";18
"420480 CURITIBANOS";592
"420490 DESCANSO";84
"420500 DIONISIO CERQUEIRA";193
"420510 DONA EMMA";48
"420515 DOUTOR PEDRINHO";32
"420517 ENTRE RIOS";58
"420519 ERMO";34
"420520 ERVAL VELHO";46
"420530 FAXINAL DOS GUEDES";163
"420535 FLOR DO SERTAO";19
"420540 FLORIANOPOLIS";5902
"420543 FORMOSA DO SUL";39
"420545 FORQUILHINHA";436
"420550 FRAIBURGO";513
"420555 FREI ROGERIO";25
"420560 GALVAO";34
"420570 GAROPABA";347
"420580 GARUVA";301
"420590 GASPAR";893
"420600 GOVERNADOR CELSO RAMOS";165
"420610 GRAO PARA";92
"420620 GRAVATAL";134
"420630 GUABIRUBA";304
"420640 GUARACIABA";104
"420650 GUARAMIRIM";664
"420660 GUARUJA DO SUL";49
"420665 GUATAMBU";123
"420670 HERVAL D'OESTE";277
"420675 IBIAM";12
"420680 IBICARE";33
"420690 IBIRAMA";242
"420700 ICARA";692
"420710 ILHOTA";204
"420720 IMARUI";91
"420730 IMBITUBA";600
"420740 IMBUIA";69
"420750 INDAIAL";955
"420757 IOMERE";21
"420760 IPIRA";48
"420765 IPORA DO OESTE";127
"420768 IPUACU";143
"420770 IPUMIRIM";103
"420775 IRACEMINHA";47
"420780 IRANI";124
"420785 IRATI";15
"420790 IRINEOPOLIS";146
"420800 ITA";81
"420810 ITAIOPOLIS";320
"420820 ITAJAI";3602
"420830 ITAPEMA";1054
"420840 ITAPIRANGA";253
"420845 ITAPOA";357
"420850 ITUPORANGA";402
"420860 JABORA";55
"420870 JACINTO MACHADO";141
"420880 JAGUARUNA";295
"420890 JARAGUA DO SUL";2311
"420895 JARDINOPOLIS";18
"420900 JOACABA";386
"420910 JOINVILLE";7388
"420915 JOSE BOITEUX";116
"420917 JUPIA";49
"420920 LACERDOPOLIS";22
"420930 LAGES";2131
"420940 LAGUNA";453
"420945 LAJEADO GRANDE";20
"420950 LAURENTINO";94
"420960 LAURO MULLER";182
"420970 LEBON REGIS";169
"420980 LEOBERTO LEAL";49
"420985 LINDOIA DO SUL";57
"420990 LONTRAS";147
"421000 LUIZ ALVES";190
"421003 LUZERNA";70
"421005 MACIEIRA";20
"421010 MAFRA";737
"421020 MAJOR GERCINO";39
"421030 MAJOR VIEIRA";71
"421040 MARACAJA";95
"421050 MARAVILHA";411
"421055 MAREMA";24
"421060 MASSARANDUBA";239
"421070 MATOS COSTA";22
"421080 MELEIRO";72
"421085 MIRIM DOCE";21
"421090 MODELO";55
"421100 MONDAI";125
"421105 MONTE CARLO";135
"421110 MONTE CASTELO";110
"421120 MORRO DA FUMACA";246
"421125 MORRO GRANDE";35
"421130 NAVEGANTES";1420
"421140 NOVA ERECHIM";68
"421145 NOVA ITABERABA";42
"421150 NOVA TRENTO";134
"421160 NOVA VENEZA";144
"421165 NOVO HORIZONTE";24
"421170 ORLEANS";300
"421175 OTACILIO COSTA";236
"421180 OURO";69
"421185 OURO VERDE";18
"421187 PAIAL";27
"421189 PAINEL";25
"421190 PALHOCA";2851
"421200 PALMA SOLA";112
"421205 PALMEIRA";36
"421210 PALMITOS";158
"421220 PAPANDUVA";280
"421223 PARAISO";64
"421225 PASSO DE TORRES";106
"421227 PASSOS MAIA";59
"421230 PAULO LOPES";107
"421240 PEDRAS GRANDES";30
"421250 PENHA";415
"421260 PERITIBA";33
"421265 PESCARIA BRAVA";91
"421270 PETROLANDIA";75
"421280 BALNEARIO PICARRAS";354
"421290 PINHALZINHO";312
"421300 PINHEIRO PRETO";46
"421310 PIRATUBA";69
"421315 PLANALTO ALEGRE";37
"421320 POMERODE";384
"421330 PONTE ALTA";59
"421335 PONTE ALTA DO NORTE";56
"421340 PONTE SERRADA";163
"421350 PORTO BELO";329
"421360 PORTO UNIAO";359
"421370 POUSO REDONDO";238
"421380 PRAIA GRANDE";97
"421390 PRESIDENTE CASTELLO BRANCO";21
"421400 PRESIDENTE GETULIO";276
"421410 PRESIDENTE NEREU";23
"421415 PRINCESA";33
"421420 QUILOMBO";159
"421430 RANCHO QUEIMADO";33
"421440 RIO DAS ANTAS";74
"421450 RIO DO CAMPO";84
"421460 RIO DO OESTE";77
"421470 RIO DOS CEDROS";116
"421480 RIO DO SUL";895
"421490 RIO FORTUNA";74
"421500 RIO NEGRINHO";533
"421505 RIO RUFINO";23
"421507 RIQUEZA";48
"421510 RODEIO";145
"421520 ROMELANDIA";47
"421530 SALETE";88
"421535 SALTINHO";44
"421540 SALTO VELOSO";63
"421545 SANGAO";181
"421550 SANTA CECILIA";252
"421555 SANTA HELENA";26
"421560 SANTA ROSA DE LIMA";26
"421565 SANTA ROSA DO SUL";120
"421567 SANTA TEREZINHA";96
"421568 SANTA TEREZINHA DO PROGRESSO";32
"421569 SANTIAGO DO SUL";22
"421570 SANTO AMARO DA IMPERATRIZ";336
"421575 SAO BERNARDINO";40
"421580 SAO BENTO DO SUL";1029
"421590 SAO BONIFACIO";26
"421600 SAO CARLOS";125
"421605 SAO CRISTOVAO DO SUL";81
"421610 SAO DOMINGOS";130
"421620 SAO FRANCISCO DO SUL";621
"421625 SAO JOAO DO OESTE";72
"421630 SAO JOAO BATISTA";465
"421635 SAO JOAO DO ITAPERIU";61
"421640 SAO JOAO DO SUL";89
"421650 SAO JOAQUIM";355
"421660 SAO JOSE";3185
"421670 SAO JOSE DO CEDRO";158
"421680 SAO JOSE DO CERRITO";80
"421690 SAO LOURENCO DO OESTE";355
"421700 SAO LUDGERO";187
"421710 SAO MARTINHO";54
"421715 SAO MIGUEL DA BOA VISTA";21
"421720 SAO MIGUEL DO OESTE";509
"421725 SAO PEDRO DE ALCANTARA";36
"421730 SAUDADES";103
"421740 SCHROEDER";262
"421750 SEARA";249
"421755 SERRA ALTA";43
"421760 SIDEROPOLIS";140
"421770 SOMBRIO";378
"421775 SUL BRASIL";39
"421780 TAIO";266
"421790 TANGARA";82
"421795 TIGRINHOS";25
"421800 TIJUCAS";697
"421810 TIMBE DO SUL";58
"421820 TIMBO";472
"421825 TIMBO GRANDE";120
"421830 TRES BARRAS";337
"421835 TREVISO";46
"421840 TREZE DE MAIO";94
"421850 TREZE TILIAS";135
"421860 TROMBUDO CENTRAL";79
"421870 TUBARAO";1352
"421875 TUNAPOLIS";61
"421880 TURVO";168
"421885 UNIAO DO OESTE";33
"421890 URUBICI";138
"421895 URUPEMA";38
"421900 URUSSANGA";203
"421910 VARGEAO";46
"421915 VARGEM";33
"421917 VARGEM BONITA";62
"421920 VIDAL RAMOS";68
"421930 VIDEIRA";810
"421935 VITOR MEIRELES";85
"421940 WITMARSUM";52
"421950 XANXERE";665
"421960 XAVANTINA";26
"421970 XAXIM";447
"421985 ZORTEA";62
"422000 BALNEARIO RINCAO";226
"430003 ACEGUA";55
"430005 AGUA SANTA";52
"430010 AGUDO";136
"430020 AJURICABA";52
"430030 ALECRIM";56
"430040 ALEGRETE";830
"430045 ALEGRIA";21
"430047 ALMIRANTE TAMANDARE DO SUL";16
"430050 ALPESTRE";56
"430055 ALTO ALEGRE";19
"430057 ALTO FELIZ";19
"430060 ALVORADA";2456
"430063 AMARAL FERRADOR";47
"430064 AMETISTA DO SUL";93
"430066 ANDRE DA ROCHA";12
"430070 ANTA GORDA";42
"430080 ANTONIO PRADO";136
"430085 ARAMBARE";39
"430087 ARARICA";108
"430090 ARATIBA";56
"430100 ARROIO DO MEIO";292
"430105 ARROIO DO SAL";123
"430107 ARROIO DO PADRE";28
"430110 ARROIO DOS RATOS";148
"430120 ARROIO DO TIGRE";130
"430130 ARROIO GRANDE";172
"430140 ARVOREZINHA";130
"430150 AUGUSTO PESTANA";70
"430155 AUREA";32
"430160 BAGE";1430
"430163 BALNEARIO PINHAL";130
"430165 BARAO";57
"430170 BARAO DE COTEGIPE";80
"430175 BARAO DO TRIUNFO";52
"430180 BARRACAO";62
"430185 BARRA DO GUARITA";46
"430187 BARRA DO QUARAI";42
"430190 BARRA DO RIBEIRO";146
"430192 BARRA DO RIO AZUL";7
"430195 BARRA FUNDA";27
"430200 BARROS CASSAL";113
"430205 BENJAMIN CONSTANT DO SUL";37
"430210 BENTO GONCALVES";1566
"430215 BOA VISTA DAS MISSOES";27
"430220 BOA VISTA DO BURICA";67
"430222 BOA VISTA DO CADEADO";17
"430223 BOA VISTA DO INCRA";29
"430225 BOA VISTA DO SUL";23
"430230 BOM JESUS";170
"430235 BOM PRINCIPIO";171
"430237 BOM PROGRESSO";23
"430240 BOM RETIRO DO SUL";139
"430245 BOQUEIRAO DO LEAO";83
"430250 BOSSOROCA";54
"430258 BOZANO";19
"430260 BRAGA";43
"430265 BROCHIER";66
"430270 BUTIA";193
"430280 CACAPAVA DO SUL";388
"430290 CACEQUI";122
"430300 CACHOEIRA DO SUL";928
"430310 CACHOEIRINHA";1618
"430320 CACIQUE DOBLE";54
"430330 CAIBATE";48
"430340 CAICARA";38
"430350 CAMAQUA";722
"430355 CAMARGO";34
"430360 CAMBARA DO SUL";66
"430367 CAMPESTRE DA SERRA";27
"430370 CAMPINA DAS MISSOES";54
"430380 CAMPINAS DO SUL";53
"430390 CAMPO BOM";763
"430400 CAMPO NOVO";64
"430410 CAMPOS BORGES";45
"430420 CANDELARIA";305
"430430 CANDIDO GODOI";61
"430435 CANDIOTA";129
"430440 CANELA";631
"430450 CANGUCU";527
"430460 CANOAS";4272
"430461 CANUDOS DO VALE";17
"430462 CAPAO BONITO DO SUL";14
"430463 CAPAO DA CANOA";873
"430465 CAPAO DO CIPO";31
"430466 CAPAO DO LEAO";294
"430467 CAPIVARI DO SUL";51
"430468 CAPELA DE SANTANA";124
"430469 CAPITAO";42
"430470 CARAZINHO";789
"430471 CARAA";57
"430480 CARLOS BARBOSA";338
"430485 CARLOS GOMES";11
"430490 CASCA";84
"430495 CASEIROS";20
"430500 CATUIPE";85
"430510 CAXIAS DO SUL";5229
"430511 CENTENARIO";27
"430512 CERRITO";48
"430513 CERRO BRANCO";25
"430515 CERRO GRANDE";33
"430517 CERRO GRANDE DO SUL";98
"430520 CERRO LARGO";138
"430530 CHAPADA";85
"430535 CHARQUEADAS";317
"430537 CHARRUA";29
"430540 CHIAPETTA";31
"430543 CHUI";24
"430544 CHUVISCA";52
"430545 CIDREIRA";189
"430550 CIRIACO";42
"430558 COLINAS";19
"430560 COLORADO";28
"430570 CONDOR";79
"430580 CONSTANTINA";111
"430583 COQUEIRO BAIXO";10
"430585 COQUEIROS DO SUL";32
"430587 CORONEL BARROS";23
"430590 CORONEL BICACO";72
"430593 CORONEL PILAR";11
"430595 COTIPORA";24
"430597 COXILHA";32
"430600 CRISSIUMAL";126
"430605 CRISTAL";86
"430607 CRISTAL DO SUL";25
"430610 CRUZ ALTA";791
"430613 CRUZALTENSE";16
"430620 CRUZEIRO DO SUL";118
"430630 DAVID CANABARRO";34
"430632 DERRUBADAS";32
"430635 DEZESSEIS DE NOVEMBRO";26
"430637 DILERMANDO DE AGUIAR";28
"430640 DOIS IRMAOS";326
"430642 DOIS IRMAOS DAS MISSOES";28
"430645 DOIS LAJEADOS";22
"430650 DOM FELICIANO";128
"430655 DOM PEDRO DE ALCANTARA";27
"430660 DOM PEDRITO";366
"430670 DONA FRANCISCA";26
"430673 DOUTOR MAURICIO CARDOSO";37
"430675 DOUTOR RICARDO";10
"430676 ELDORADO DO SUL";544
"430680 ENCANTADO";249
"430690 ENCRUZILHADA DO SUL";249
"430692 ENGENHO VELHO";18
"430693 ENTRE-IJUIS";95
"430695 ENTRE RIOS DO SUL";21
"430697 EREBANGO";29
"430700 ERECHIM";1293
"430705 ERNESTINA";27
"430710 HERVAL";74
"430720 ERVAL GRANDE";60
"430730 ERVAL SECO";95
"430740 ESMERALDA";38
"430745 ESPERANCA DO SUL";28
"430750 ESPUMOSO";174
"430755 ESTACAO";46
"430760 ESTANCIA VELHA";522
"430770 ESTEIO";893
"430780 ESTRELA";408
"430781 ESTRELA VELHA";30
"430783 EUGENIO DE CASTRO";24
"430786 FAGUNDES VARELA";14
"430790 FARROUPILHA";778
"430800 FAXINAL DO SOTURNO";70
"430805 FAXINALZINHO";30
"430807 FAZENDA VILANOVA";54
"430810 FELIZ";149
"430820 FLORES DA CUNHA";391
"430825 FLORIANO PEIXOTO";10
"430830 FONTOURA XAVIER";103
"430840 FORMIGUEIRO";73
"430843 FORQUETINHA";16
"430845 FORTALEZA DOS VALOS";52
"430850 FREDERICO WESTPHALEN";456
"430860 GARIBALDI";389
"430865 GARRUCHOS";30
"430870 GAURAMA";50
"430880 GENERAL CAMARA";70
"430885 GENTIL";22
"430890 GETULIO VARGAS";205
"430900 GIRUA";160
"430905 GLORINHA";87
"430910 GRAMADO";495
"430912 GRAMADO DOS LOUREIROS";28
"430915 GRAMADO XAVIER";47
"430920 GRAVATAI";3034
"430925 GUABIJU";7
"430930 GUAIBA";1051
"430940 GUAPORE";307
"430950 GUARANI DAS MISSOES";68
"430955 HARMONIA";62
"430957 HERVEIRAS";23
"430960 HORIZONTINA";207
"430965 HULHA NEGRA";67
"430970 HUMAITA";37
"430975 IBARAMA";38
"430980 IBIACA";48
"430990 IBIRAIARAS";63
"430995 IBIRAPUITA";47
"431000 IBIRUBA";250
"431010 IGREJINHA";487
"431020 IJUI";993
"431030 ILOPOLIS";39
"431033 IMBE";277
"431036 IMIGRANTE";22
"431040 INDEPENDENCIA";61
"431041 INHACORA";25
"431043 IPE";52
"431046 IPIRANGA DO SUL";16
"431050 IRAI";91
"431053 ITAARA";54
"431055 ITACURUBI";26
"431057 ITAPUCA";23
"431060 ITAQUI";473
"431065 ITATI";41
"431070 ITATIBA DO SUL";28
"431075 IVORA";13
"431080 IVOTI";192
"431085 JABOTICABA";46
"431087 JACUIZINHO";24
"431090 JACUTINGA";30
"431100 JAGUARAO";307
"431110 JAGUARI";87
"431112 JAQUIRANA";55
"431113 JARI";26
"431115 JOIA";57
"431120 JULIO DE CASTILHOS";211
"431123 LAGOA BONITA DO SUL";22
"431125 LAGOAO";63
"431127 LAGOA DOS TRES CANTOS";13
"431130 LAGOA VERMELHA";364
"431140 LAJEADO";1200
"431142 LAJEADO DO BUGRE";26
"431150 LAVRAS DO SUL";60
"431160 LIBERATO SALZANO";65
"431162 LINDOLFO COLLOR";75
"431164 LINHA NOVA";10
"431170 MACHADINHO";58
"431171 MACAMBARA";56
"431173 MAMPITUBA";51
"431175 MANOEL VIANA";59
"431177 MAQUINE";87
"431179 MARATA";31
"431180 MARAU";563
"431190 MARCELINO RAMOS";38
"431198 MARIANA PIMENTEL";42
"431200 MARIANO MORO";12
"431205 MARQUES DE SOUZA";38
"431210 MATA";34
"431213 MATO CASTELHANO";45
"431215 MATO LEITAO";48
"431217 MATO QUEIMADO";16
"431220 MAXIMILIANO DE ALMEIDA";31
"431225 MINAS DO LEAO";78
"431230 MIRAGUAI";56
"431235 MONTAURI";14
"431237 MONTE ALEGRE DOS CAMPOS";39
"431238 MONTE BELO DO SUL";19
"431240 MONTENEGRO";812
"431242 MORMACO";33
"431244 MORRINHOS DO SUL";36
"431245 MORRO REDONDO";41
"431247 MORRO REUTER";53
"431250 MOSTARDAS";156
"431260 MUCUM";30
"431261 MUITOS CAPOES";28
"431262 MULITERNO";26
"431265 NAO-ME-TOQUE";227
"431267 NICOLAU VERGUEIRO";28
"431270 NONOAI";196
"431275 NOVA ALVORADA";47
"431280 NOVA ARACA";78
"431290 NOVA BASSANO";81
"431295 NOVA BOA VISTA";19
"431300 NOVA BRESCIA";24
"431301 NOVA CANDELARIA";29
"431303 NOVA ESPERANCA DO SUL";44
"431306 NOVA HARTZ";246
"431308 NOVA PADUA";17
"431310 NOVA PALMA";46
"431320 NOVA PETROPOLIS";239
"431330 NOVA PRATA";276
"431333 NOVA RAMADA";26
"431335 NOVA ROMA DO SUL";27
"431337 NOVA SANTA RITA";412
"431339 NOVO CABRAIS";35
"431340 NOVO HAMBURGO";2726
"431342 NOVO MACHADO";31
"431344 NOVO TIRADENTES";23
"431346 NOVO XINGU";15
"431349 NOVO BARREIRO";39
"431350 OSORIO";553
"431360 PAIM FILHO";30
"431365 PALMARES DO SUL";125
"431370 PALMEIRA DAS MISSOES";489
"431380 PALMITINHO";89
"431390 PANAMBI";532
"431395 PANTANO GRANDE";95
"431400 PARAI";70
"431402 PARAISO DO SUL";71
"431403 PARECI NOVO";72
"431405 PAROBE";726
"431406 PASSA SETE";39
"431407 PASSO DO SOBRADO";62
"431410 PASSO FUNDO";2766
"431413 PAULO BENTO";13
"431415 PAVERAMA";77
"431417 PEDRAS ALTAS";23
"431420 PEDRO OSORIO";72
"431430 PEJUCARA";42
"431440 PELOTAS";3615
"431442 PICADA CAFE";44
"431445 PINHAL";47
"431446 PINHAL DA SERRA";21
"431447 PINHAL GRANDE";30
"431449 PINHEIRINHO DO VALE";58
"431450 PINHEIRO MACHADO";70
"431454 PINTO BANDEIRA";20
"431455 PIRAPO";16
"431460 PIRATINI";164
"431470 PLANALTO";127
"431475 POCO DAS ANTAS";18
"431477 PONTAO";42
"431478 PONTE PRETA";11
"431480 PORTAO";376
"431490 PORTO ALEGRE";14153
"431500 PORTO LUCENA";35
"431505 PORTO MAUA";24
"431507 PORTO VERA CRUZ";11
"431510 PORTO XAVIER";101
"431513 POUSO NOVO";18
"431514 PRESIDENTE LUCENA";21
"431515 PROGRESSO";57
"431517 PROTASIO ALVES";13
"431520 PUTINGA";21
"431530 QUARAI";275
"431531 QUATRO IRMAOS";15
"431532 QUEVEDOS";24
"431535 QUINZE DE NOVEMBRO";42
"431540 REDENTORA";191
"431545 RELVADO";19
"431550 RESTINGA SECA";155
"431555 RIO DOS INDIOS";25
"431560 RIO GRANDE";2299
"431570 RIO PARDO";353
"431575 RIOZINHO";46
"431580 ROCA SALES";92
"431590 RODEIO BONITO";92
"431595 ROLADOR";24
"431600 ROLANTE";241
"431610 RONDA ALTA";119
"431620 RONDINHA";30
"431630 ROQUE GONZALES";59
"431640 ROSARIO DO SUL";456
"431642 SAGRADA FAMILIA";27
"431643 SALDANHA MARINHO";18
"431645 SALTO DO JACUI";101
"431647 SALVADOR DAS MISSOES";24
"431650 SALVADOR DO SUL";86
"431660 SANANDUVA";177
"431670 SANTA BARBARA DO SUL";77
"431673 SANTA CECILIA DO SUL";20
"431675 SANTA CLARA DO SUL";54
"431680 SANTA CRUZ DO SUL";1461
"431690 SANTA MARIA";3084
"431695 SANTA MARIA DO HERVAL";52
"431697 SANTA MARGARIDA DO SUL";15
"431700 SANTANA DA BOA VISTA";56
"431710 SANT'ANA DO LIVRAMENTO";986
"431720 SANTA ROSA";989
"431725 SANTA TEREZA";7
"431730 SANTA VITORIA DO PALMAR";327
"431740 SANTIAGO";483
"431750 SANTO ANGELO";968
"431755 SANTO ANTONIO DO PALMA";10
"431760 SANTO ANTONIO DA PATRULHA";464
"431770 SANTO ANTONIO DAS MISSOES";108
"431775 SANTO ANTONIO DO PLANALTO";23
"431780 SANTO AUGUSTO";199
"431790 SANTO CRISTO";149
"431795 SANTO EXPEDITO DO SUL";28
"431800 SAO BORJA";706
"431805 SAO DOMINGOS DO SUL";30
"431810 SAO FRANCISCO DE ASSIS";131
"431820 SAO FRANCISCO DE PAULA";260
"431830 SAO GABRIEL";674
"431840 SAO JERONIMO";209
"431842 SAO JOAO DA URTIGA";28
"431843 SAO JOAO DO POLESINE";26
"431844 SAO JORGE";19
"431845 SAO JOSE DAS MISSOES";25
"431846 SAO JOSE DO HERVAL";24
"431848 SAO JOSE DO HORTENCIO";40
"431849 SAO JOSE DO INHACORA";14
"431850 SAO JOSE DO NORTE";264
"431860 SAO JOSE DO OURO";58
"431861 SAO JOSE DO SUL";36
"431862 SAO JOSE DOS AUSENTES";71
"431870 SAO LEOPOLDO";2691
"431880 SAO LOURENCO DO SUL";360
"431890 SAO LUIZ GONZAGA";478
"431900 SAO MARCOS";215
"431910 SAO MARTINHO";65
"431912 SAO MARTINHO DA SERRA";23
"431915 SAO MIGUEL DAS MISSOES";70
"431920 SAO NICOLAU";58
"431930 SAO PAULO DAS MISSOES";57
"431935 SAO PEDRO DA SERRA";35
"431936 SAO PEDRO DAS MISSOES";18
"431937 SAO PEDRO DO BUTIA";25
"431940 SAO PEDRO DO SUL";131
"431950 SAO SEBASTIAO DO CAI";278
"431960 SAO SEPE";233
"431970 SAO VALENTIM";26
"431971 SAO VALENTIM DO SUL";14
"431973 SAO VALERIO DO SUL";39
"431975 SAO VENDELINO";25
"431980 SAO VICENTE DO SUL";61
"431990 SAPIRANGA";1066
"432000 SAPUCAIA DO SUL";1471
"432010 SARANDI";307
"432020 SEBERI";186
"432023 SEDE NOVA";22
"432026 SEGREDO";90
"432030 SELBACH";49
"432032 SENADOR SALGADO FILHO";20
"432035 SENTINELA DO SUL";41
"432040 SERAFINA CORREA";195
"432045 SERIO";19
"432050 SERTAO";60
"432055 SERTAO SANTANA";49
"432057 SETE DE SETEMBRO";24
"432060 SEVERIANO DE ALMEIDA";25
"432065 SILVEIRA MARTINS";17
"432067 SINIMBU";69
"432070 SOBRADINHO";179
"432080 SOLEDADE";380
"432085 TABAI";55
"432090 TAPEJARA";359
"432100 TAPERA";120
"432110 TAPES";146
"432120 TAQUARA";575
"432130 TAQUARI";251
"432132 TAQUARUCU DO SUL";36
"432135 TAVARES";44
"432140 TENENTE PORTELA";229
"432143 TERRA DE AREIA";143
"432145 TEUTONIA";443
"432146 TIO HUGO";36
"432147 TIRADENTES DO SUL";52
"432149 TOROPI";15
"432150 TORRES";564
"432160 TRAMANDAI";704
"432162 TRAVESSEIRO";15
"432163 TRES ARROIOS";13
"432166 TRES CACHOEIRAS";121
"432170 TRES COROAS";243
"432180 TRES DE MAIO";355
"432183 TRES FORQUILHAS";38
"432185 TRES PALMEIRAS";68
"432190 TRES PASSOS";290
"432195 TRINDADE DO SUL";85
"432200 TRIUNFO";314
"432210 TUCUNDUVA";43
"432215 TUNAS";34
"432218 TUPANCI DO SUL";12
"432220 TUPANCIRETA";232
"432225 TUPANDI";57
"432230 TUPARENDI";76
"432232 TURUCU";27
"432234 UBIRETAMA";19
"432235 UNIAO DA SERRA";7
"432237 UNISTALDA";24
"432240 URUGUAIANA";1572
"432250 VACARIA";905
"432252 VALE VERDE";35
"432253 VALE DO SOL";102
"432254 VALE REAL";62
"432255 VANINI";15
"432260 VENANCIO AIRES";648
"432270 VERA CRUZ";284
"432280 VERANOPOLIS";227
"432285 VESPASIANO CORREA";13
"432290 VIADUTOS";38
"432300 VIAMAO";2330
"432310 VICENTE DUTRA";68
"432320 VICTOR GRAEFF";19
"432330 VILA FLORES";28
"432335 VILA LANGARO";15
"432340 VILA MARIA";37
"432345 VILA NOVA DO SUL";33
"432350 VISTA ALEGRE";28
"432360 VISTA ALEGRE DO PRATA";12
"432370 VISTA GAUCHA";34
"432375 VITORIA DAS MISSOES";29
"432377 WESTFALIA";24
"432380 XANGRI-LA";244
"500020 AGUA CLARA";257
"500025 ALCINOPOLIS";45
"500060 AMAMBAI";629
"500070 ANASTACIO";414
"500080 ANAURILANDIA";79
"500085 ANGELICA";159
"500090 ANTONIO JOAO";139
"500100 APARECIDA DO TABOADO";401
"500110 AQUIDAUANA";723
"500124 ARAL MOREIRA";162
"500150 BANDEIRANTES";84
"500190 BATAGUASSU";379
"500200 BATAYPORA";133
"500210 BELA VISTA";415
"500215 BODOQUENA";128
"500220 BONITO";406
